       s	        (N)	        (N)	        (N)	       (Nm)	       (Nm)	       (Nm)	        (N)	        (N)	        (N)	       (Nm)	       (Nm)	       (Nm)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	  (rad/s^2)	  (rad/s^2)	  (rad/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)

   0.549	 4.2906E+04	 0.0000E+00	 9.4411E+05	 0.0000E+00	 7.1724E+05	 0.0000E+00	-4.3548E+04	 0.0000E+00	 5.1169E+05	 0.0000E+00	-2.0752E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2616E+04	 0.0000E+00	-9.4411E+05	 0.0000E+00	-7.1547E+05	 0.0000E+00	-2.9070E+02	 0.0000E+00	-1.1609E+00	 0.0000E+00	-1.7640E+03	 0.0000E+00	-4.5473E+04	 0.0000E+00	-3.7320E+05	 0.0000E+00	 1.4843E+06	 0.0000E+00	 7.0683E+02	 0.0000E+00	 5.7953E+00	 0.0000E+00	-3.7818E+03	 0.0000E+00	 0.0000E+00	 3.7480E+05	-4.6405E+04	-1.4979E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.2306E+03	-2.3192E+00	-6.6599E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0453E+05	-4.6409E+04	-4.7373E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.7822E+02	 4.6392E-01	-3.5033E+03	 0.0000E+00	 0.0000E+00
   0.550	 4.2924E+04	 0.0000E+00	 9.4414E+05	 0.0000E+00	 7.1751E+05	 0.0000E+00	-4.3557E+04	 0.0000E+00	 5.1166E+05	 0.0000E+00	-2.0751E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2635E+04	 0.0000E+00	-9.4414E+05	 0.0000E+00	-7.1576E+05	 0.0000E+00	-2.8839E+02	 0.0000E+00	-1.1424E+00	 0.0000E+00	-1.7500E+03	 0.0000E+00	-4.5467E+04	 0.0000E+00	-3.7323E+05	 0.0000E+00	 1.4844E+06	 0.0000E+00	 7.0091E+02	 0.0000E+00	 5.7398E+00	 0.0000E+00	-3.7503E+03	 0.0000E+00	 0.0000E+00	 3.7482E+05	-4.6390E+04	-1.4979E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.2197E+03	-2.3018E+00	-6.6011E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0456E+05	-4.6394E+04	-4.7378E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.7302E+02	 4.5911E-01	-3.4717E+03	 0.0000E+00	 0.0000E+00
   0.551	 4.2941E+04	 0.0000E+00	 9.4418E+05	 0.0000E+00	 7.1777E+05	 0.0000E+00	-4.3567E+04	 0.0000E+00	 5.1162E+05	 0.0000E+00	-2.0749E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2655E+04	 0.0000E+00	-9.4417E+05	 0.0000E+00	-7.1604E+05	 0.0000E+00	-2.8608E+02	 0.0000E+00	-1.1378E+00	 0.0000E+00	-1.7360E+03	 0.0000E+00	-4.5461E+04	 0.0000E+00	-3.7326E+05	 0.0000E+00	 1.4845E+06	 0.0000E+00	 6.9504E+02	 0.0000E+00	 5.6890E+00	 0.0000E+00	-3.7190E+03	 0.0000E+00	 0.0000E+00	 3.7483E+05	-4.6376E+04	-1.4979E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.2090E+03	-2.2871E+00	-6.5426E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0460E+05	-4.6380E+04	-4.7383E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.6785E+02	 4.5608E-01	-3.4405E+03	 0.0000E+00	 0.0000E+00
   0.552	 4.2958E+04	 0.0000E+00	 9.4421E+05	 0.0000E+00	 7.1804E+05	 0.0000E+00	-4.3577E+04	 0.0000E+00	 5.1159E+05	 0.0000E+00	-2.0748E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2675E+04	 0.0000E+00	-9.4420E+05	 0.0000E+00	-7.1631E+05	 0.0000E+00	-2.8380E+02	 0.0000E+00	-1.1285E+00	 0.0000E+00	-1.7221E+03	 0.0000E+00	-4.5456E+04	 0.0000E+00	-3.7329E+05	 0.0000E+00	 1.4846E+06	 0.0000E+00	 6.8923E+02	 0.0000E+00	 5.6334E+00	 0.0000E+00	-3.6880E+03	 0.0000E+00	 0.0000E+00	 3.7485E+05	-4.6362E+04	-1.4978E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.1983E+03	-2.2726E+00	-6.4847E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0463E+05	-4.6365E+04	-4.7388E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.6273E+02	 4.5317E-01	-3.4094E+03	 0.0000E+00	 0.0000E+00
   0.553	 4.2975E+04	 0.0000E+00	 9.4424E+05	 0.0000E+00	 7.1830E+05	 0.0000E+00	-4.3587E+04	 0.0000E+00	 5.1157E+05	 0.0000E+00	-2.0747E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2694E+04	 0.0000E+00	-9.4424E+05	 0.0000E+00	-7.1659E+05	 0.0000E+00	-2.8153E+02	 0.0000E+00	-1.1147E+00	 0.0000E+00	-1.7084E+03	 0.0000E+00	-4.5450E+04	 0.0000E+00	-3.7332E+05	 0.0000E+00	 1.4847E+06	 0.0000E+00	 6.8344E+02	 0.0000E+00	 5.5826E+00	 0.0000E+00	-3.6572E+03	 0.0000E+00	 0.0000E+00	 3.7486E+05	-4.6347E+04	-1.4978E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.1877E+03	-2.2580E+00	-6.4274E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0467E+05	-4.6351E+04	-4.7393E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.5765E+02	 4.5026E-01	-3.3787E+03	 0.0000E+00	 0.0000E+00
   0.554	 4.2992E+04	 0.0000E+00	 9.4427E+05	 0.0000E+00	 7.1856E+05	 0.0000E+00	-4.3596E+04	 0.0000E+00	 5.1154E+05	 0.0000E+00	-2.0746E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2713E+04	 0.0000E+00	-9.4427E+05	 0.0000E+00	-7.1686E+05	 0.0000E+00	-2.7928E+02	 0.0000E+00	-1.1054E+00	 0.0000E+00	-1.6947E+03	 0.0000E+00	-4.5444E+04	 0.0000E+00	-3.7335E+05	 0.0000E+00	 1.4848E+06	 0.0000E+00	 6.7771E+02	 0.0000E+00	 5.5363E+00	 0.0000E+00	-3.6266E+03	 0.0000E+00	 0.0000E+00	 3.7488E+05	-4.6333E+04	-1.4977E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.1772E+03	-2.2364E+00	-6.3704E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0470E+05	-4.6337E+04	-4.7397E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.5262E+02	 4.4746E-01	-3.3482E+03	 0.0000E+00	 0.0000E+00
   0.555	 4.3009E+04	 0.0000E+00	 9.4430E+05	 0.0000E+00	 7.1881E+05	 0.0000E+00	-4.3606E+04	 0.0000E+00	 5.1151E+05	 0.0000E+00	-2.0745E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2732E+04	 0.0000E+00	-9.4429E+05	 0.0000E+00	-7.1713E+05	 0.0000E+00	-2.7704E+02	 0.0000E+00	-1.0962E+00	 0.0000E+00	-1.6811E+03	 0.0000E+00	-4.5438E+04	 0.0000E+00	-3.7338E+05	 0.0000E+00	 1.4848E+06	 0.0000E+00	 6.7201E+02	 0.0000E+00	 5.4901E+00	 0.0000E+00	-3.5963E+03	 0.0000E+00	 0.0000E+00	 3.7489E+05	-4.6319E+04	-1.4977E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.1668E+03	-2.2211E+00	-6.3139E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0474E+05	-4.6323E+04	-4.7402E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.4762E+02	 4.4287E-01	-3.3179E+03	 0.0000E+00	 0.0000E+00
   0.556	 4.3026E+04	 0.0000E+00	 9.4433E+05	 0.0000E+00	 7.1907E+05	 0.0000E+00	-4.3615E+04	 0.0000E+00	 5.1148E+05	 0.0000E+00	-2.0744E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2751E+04	 0.0000E+00	-9.4432E+05	 0.0000E+00	-7.1740E+05	 0.0000E+00	-2.7481E+02	 0.0000E+00	-1.0823E+00	 0.0000E+00	-1.6676E+03	 0.0000E+00	-4.5433E+04	 0.0000E+00	-3.7341E+05	 0.0000E+00	 1.4849E+06	 0.0000E+00	 6.6637E+02	 0.0000E+00	 5.4299E+00	 0.0000E+00	-3.5662E+03	 0.0000E+00	 0.0000E+00	 3.7491E+05	-4.6306E+04	-1.4977E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.1565E+03	-2.2075E+00	-6.2580E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0477E+05	-4.6309E+04	-4.7407E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.4267E+02	 4.4007E-01	-3.2879E+03	 0.0000E+00	 0.0000E+00
   0.557	 4.3042E+04	 0.0000E+00	 9.4435E+05	 0.0000E+00	 7.1932E+05	 0.0000E+00	-4.3624E+04	 0.0000E+00	 5.1145E+05	 0.0000E+00	-2.0743E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2769E+04	 0.0000E+00	-9.4435E+05	 0.0000E+00	-7.1766E+05	 0.0000E+00	-2.7260E+02	 0.0000E+00	-1.0730E+00	 0.0000E+00	-1.6542E+03	 0.0000E+00	-4.5427E+04	 0.0000E+00	-3.7344E+05	 0.0000E+00	 1.4850E+06	 0.0000E+00	 6.6076E+02	 0.0000E+00	 5.3837E+00	 0.0000E+00	-3.5363E+03	 0.0000E+00	 0.0000E+00	 3.7492E+05	-4.6292E+04	-1.4976E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.1462E+03	-2.1941E+00	-6.2024E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0481E+05	-4.6296E+04	-4.7412E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.3777E+02	 4.3738E-01	-3.2583E+03	 0.0000E+00	 0.0000E+00
   0.558	 4.3058E+04	 0.0000E+00	 9.4438E+05	 0.0000E+00	 7.1957E+05	 0.0000E+00	-4.3634E+04	 0.0000E+00	 5.1142E+05	 0.0000E+00	-2.0742E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2788E+04	 0.0000E+00	-9.4438E+05	 0.0000E+00	-7.1793E+05	 0.0000E+00	-2.7041E+02	 0.0000E+00	-1.0638E+00	 0.0000E+00	-1.6409E+03	 0.0000E+00	-4.5421E+04	 0.0000E+00	-3.7347E+05	 0.0000E+00	 1.4851E+06	 0.0000E+00	 6.5519E+02	 0.0000E+00	 5.3282E+00	 0.0000E+00	-3.5066E+03	 0.0000E+00	 0.0000E+00	 3.7494E+05	-4.6278E+04	-1.4976E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.1361E+03	-2.1736E+00	-6.1473E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0484E+05	-4.6282E+04	-4.7416E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.3291E+02	 4.3481E-01	-3.2288E+03	 0.0000E+00	 0.0000E+00
   0.559	 4.3074E+04	 0.0000E+00	 9.4441E+05	 0.0000E+00	 7.1982E+05	 0.0000E+00	-4.3643E+04	 0.0000E+00	 5.1139E+05	 0.0000E+00	-2.0741E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2806E+04	 0.0000E+00	-9.4441E+05	 0.0000E+00	-7.1819E+05	 0.0000E+00	-2.6823E+02	 0.0000E+00	-1.0545E+00	 0.0000E+00	-1.6276E+03	 0.0000E+00	-4.5416E+04	 0.0000E+00	-3.7350E+05	 0.0000E+00	 1.4852E+06	 0.0000E+00	 6.4967E+02	 0.0000E+00	 5.2819E+00	 0.0000E+00	-3.4771E+03	 0.0000E+00	 0.0000E+00	 3.7495E+05	-4.6265E+04	-1.4975E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.1260E+03	-2.1585E+00	-6.0928E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0487E+05	-4.6268E+04	-4.7421E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.2809E+02	 4.3044E-01	-3.1996E+03	 0.0000E+00	 0.0000E+00
   0.560	 4.3090E+04	 0.0000E+00	 9.4444E+05	 0.0000E+00	 7.2006E+05	 0.0000E+00	-4.3652E+04	 0.0000E+00	 5.1136E+05	 0.0000E+00	-2.0740E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2824E+04	 0.0000E+00	-9.4444E+05	 0.0000E+00	-7.1845E+05	 0.0000E+00	-2.6607E+02	 0.0000E+00	-1.0453E+00	 0.0000E+00	-1.6145E+03	 0.0000E+00	-4.5410E+04	 0.0000E+00	-3.7352E+05	 0.0000E+00	 1.4852E+06	 0.0000E+00	 6.4419E+02	 0.0000E+00	 5.2264E+00	 0.0000E+00	-3.4479E+03	 0.0000E+00	 0.0000E+00	 3.7497E+05	-4.6252E+04	-1.4975E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.1160E+03	-2.1461E+00	-6.0386E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0490E+05	-4.6255E+04	-4.7425E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.2331E+02	 4.2787E-01	-3.1706E+03	 0.0000E+00	 0.0000E+00
   0.561	 4.3106E+04	 0.0000E+00	 9.4447E+05	 0.0000E+00	 7.2031E+05	 0.0000E+00	-4.3661E+04	 0.0000E+00	 5.1134E+05	 0.0000E+00	-2.0739E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2842E+04	 0.0000E+00	-9.4447E+05	 0.0000E+00	-7.1870E+05	 0.0000E+00	-2.6392E+02	 0.0000E+00	-1.0360E+00	 0.0000E+00	-1.6014E+03	 0.0000E+00	-4.5405E+04	 0.0000E+00	-3.7355E+05	 0.0000E+00	 1.4853E+06	 0.0000E+00	 6.3874E+02	 0.0000E+00	 5.1802E+00	 0.0000E+00	-3.4189E+03	 0.0000E+00	 0.0000E+00	 3.7498E+05	-4.6238E+04	-1.4975E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.1061E+03	-2.1266E+00	-5.9848E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0494E+05	-4.6242E+04	-4.7430E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.1856E+02	 4.2540E-01	-3.1419E+03	 0.0000E+00	 0.0000E+00
   0.562	 4.3122E+04	 0.0000E+00	 9.4450E+05	 0.0000E+00	 7.2055E+05	 0.0000E+00	-4.3670E+04	 0.0000E+00	 5.1131E+05	 0.0000E+00	-2.0738E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2860E+04	 0.0000E+00	-9.4449E+05	 0.0000E+00	-7.1896E+05	 0.0000E+00	-2.6178E+02	 0.0000E+00	-1.0268E+00	 0.0000E+00	-1.5885E+03	 0.0000E+00	-4.5399E+04	 0.0000E+00	-3.7358E+05	 0.0000E+00	 1.4854E+06	 0.0000E+00	 6.3335E+02	 0.0000E+00	 5.1339E+00	 0.0000E+00	-3.3901E+03	 0.0000E+00	 0.0000E+00	 3.7499E+05	-4.6225E+04	-1.4974E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.0963E+03	-2.1125E+00	-5.9315E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0497E+05	-4.6229E+04	-4.7434E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.1387E+02	 4.2115E-01	-3.1134E+03	 0.0000E+00	 0.0000E+00
   0.563	 4.3138E+04	 0.0000E+00	 9.4452E+05	 0.0000E+00	 7.2079E+05	 0.0000E+00	-4.3679E+04	 0.0000E+00	 5.1128E+05	 0.0000E+00	-2.0737E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2878E+04	 0.0000E+00	-9.4452E+05	 0.0000E+00	-7.1921E+05	 0.0000E+00	-2.5967E+02	 0.0000E+00	-1.0175E+00	 0.0000E+00	-1.5756E+03	 0.0000E+00	-4.5394E+04	 0.0000E+00	-3.7361E+05	 0.0000E+00	 1.4855E+06	 0.0000E+00	 6.2799E+02	 0.0000E+00	 5.0969E+00	 0.0000E+00	-3.3615E+03	 0.0000E+00	 0.0000E+00	 3.7501E+05	-4.6212E+04	-1.4974E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.0865E+03	-2.1001E+00	-5.8788E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0500E+05	-4.6216E+04	-4.7439E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0921E+02	 4.1868E-01	-3.0852E+03	 0.0000E+00	 0.0000E+00
   0.564	 4.3153E+04	 0.0000E+00	 9.4455E+05	 0.0000E+00	 7.2102E+05	 0.0000E+00	-4.3688E+04	 0.0000E+00	 5.1125E+05	 0.0000E+00	-2.0736E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2895E+04	 0.0000E+00	-9.4455E+05	 0.0000E+00	-7.1946E+05	 0.0000E+00	-2.5756E+02	 0.0000E+00	-1.0037E+00	 0.0000E+00	-1.5628E+03	 0.0000E+00	-4.5389E+04	 0.0000E+00	-3.7363E+05	 0.0000E+00	 1.4856E+06	 0.0000E+00	 6.2268E+02	 0.0000E+00	 5.0368E+00	 0.0000E+00	-3.3332E+03	 0.0000E+00	 0.0000E+00	 3.7502E+05	-4.6199E+04	-1.4973E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.0769E+03	-2.0817E+00	-5.8265E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0503E+05	-4.6203E+04	-4.7443E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0460E+02	 4.1633E-01	-3.0573E+03	 0.0000E+00	 0.0000E+00
   0.565	 4.3168E+04	 0.0000E+00	 9.4458E+05	 0.0000E+00	 7.2126E+05	 0.0000E+00	-4.3697E+04	 0.0000E+00	 5.1123E+05	 0.0000E+00	-2.0734E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2913E+04	 0.0000E+00	-9.4458E+05	 0.0000E+00	-7.1971E+05	 0.0000E+00	-2.5547E+02	 0.0000E+00	-9.9441E-01	 0.0000E+00	-1.5501E+03	 0.0000E+00	-4.5383E+04	 0.0000E+00	-3.7366E+05	 0.0000E+00	 1.4856E+06	 0.0000E+00	 6.1740E+02	 0.0000E+00	 4.9813E+00	 0.0000E+00	-3.3050E+03	 0.0000E+00	 0.0000E+00	 3.7504E+05	-4.6186E+04	-1.4973E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.0673E+03	-2.0687E+00	-5.7745E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0506E+05	-4.6190E+04	-4.7447E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0002E+02	 4.1230E-01	-3.0296E+03	 0.0000E+00	 0.0000E+00
   0.566	 4.3184E+04	 0.0000E+00	 9.4460E+05	 0.0000E+00	 7.2149E+05	 0.0000E+00	-4.3706E+04	 0.0000E+00	 5.1120E+05	 0.0000E+00	-2.0733E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2930E+04	 0.0000E+00	-9.4460E+05	 0.0000E+00	-7.1995E+05	 0.0000E+00	-2.5340E+02	 0.0000E+00	-9.8979E-01	 0.0000E+00	-1.5376E+03	 0.0000E+00	-4.5378E+04	 0.0000E+00	-3.7369E+05	 0.0000E+00	 1.4857E+06	 0.0000E+00	 6.1217E+02	 0.0000E+00	 4.9489E+00	 0.0000E+00	-3.2772E+03	 0.0000E+00	 0.0000E+00	 3.7505E+05	-4.6174E+04	-1.4973E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.0578E+03	-2.0575E+00	-5.7231E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0509E+05	-4.6177E+04	-4.7452E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.9548E+02	 4.1006E-01	-3.0021E+03	 0.0000E+00	 0.0000E+00
   0.567	 4.3199E+04	 0.0000E+00	 9.4463E+05	 0.0000E+00	 7.2172E+05	 0.0000E+00	-4.3715E+04	 0.0000E+00	 5.1117E+05	 0.0000E+00	-2.0732E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2947E+04	 0.0000E+00	-9.4463E+05	 0.0000E+00	-7.2020E+05	 0.0000E+00	-2.5134E+02	 0.0000E+00	-9.7591E-01	 0.0000E+00	-1.5251E+03	 0.0000E+00	-4.5373E+04	 0.0000E+00	-3.7371E+05	 0.0000E+00	 1.4858E+06	 0.0000E+00	 6.0698E+02	 0.0000E+00	 4.8980E+00	 0.0000E+00	-3.2495E+03	 0.0000E+00	 0.0000E+00	 3.7506E+05	-4.6161E+04	-1.4972E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.0484E+03	-2.0373E+00	-5.6720E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0512E+05	-4.6164E+04	-4.7456E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.9099E+02	 4.0603E-01	-2.9749E+03	 0.0000E+00	 0.0000E+00
   0.568	 4.3213E+04	 0.0000E+00	 9.4466E+05	 0.0000E+00	 7.2195E+05	 0.0000E+00	-4.3724E+04	 0.0000E+00	 5.1115E+05	 0.0000E+00	-2.0732E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2964E+04	 0.0000E+00	-9.4466E+05	 0.0000E+00	-7.2044E+05	 0.0000E+00	-2.4929E+02	 0.0000E+00	-9.7128E-01	 0.0000E+00	-1.5126E+03	 0.0000E+00	-4.5368E+04	 0.0000E+00	-3.7374E+05	 0.0000E+00	 1.4858E+06	 0.0000E+00	 6.0182E+02	 0.0000E+00	 4.8564E+00	 0.0000E+00	-3.2220E+03	 0.0000E+00	 0.0000E+00	 3.7508E+05	-4.6149E+04	-1.4972E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 1.0390E+03	-2.0262E+00	-5.6214E+03	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0515E+05	-4.6152E+04	-4.7460E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8654E+02	 4.0390E-01	-2.9479E+03	 0.0000E+00	 0.0000E+00
